text,label,source,dataset_type
No changes regarding the Virala Oy Ab s ownership of shares of Tiimari has taken place .,neutral,FinancialPhraseBank,gold_standard
"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",neutral,FinancialPhraseBank,gold_standard
"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales .",positive,FinancialPhraseBank,gold_standard
"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",negative,FinancialPhraseBank,gold_standard
Long $GPRO for a brealout trade,positive,FinancialPhraseBank,gold_standard
The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,neutral,FinancialPhraseBank,gold_standard
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,positive,FinancialPhraseBank,gold_standard
"Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions .",negative,FinancialPhraseBank,gold_standard
"Trading under the name Velta UK , a former Uponor brand , the company has been Uponor 's long-term partner in supplying Velta-branded systems particularly for the commercial and industrial building sector in the UK and internationally .",neutral,FinancialPhraseBank,gold_standard
"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",neutral,FinancialPhraseBank,gold_standard
Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,neutral,FinancialPhraseBank,gold_standard
"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden .",neutral,FinancialPhraseBank,gold_standard
"Latin America currently accounts for approximately 40 % of sales at Finnish BSS-OSS and VAS supplier for telecoms operators Tecnotree , company president and CEO Eero Mertano told BNamericas .",neutral,FinancialPhraseBank,gold_standard
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",positive,FinancialPhraseBank,gold_standard
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",positive,FinancialPhraseBank,gold_standard
Her present position is the director of Stockmann 's international department stores .,neutral,FinancialPhraseBank,gold_standard
Juniper tumbles on Q1 warning; Cisco also lower https://t.co/N8X8BpLJ1E $JNPR $CSCO,negative,FinancialPhraseBank,gold_standard
Finnish Rautaruukki is selling its precision tube and automotive component processing unit Carl Froh in Germany to German Arques Industries .,neutral,FinancialPhraseBank,gold_standard
Forest certification is a voluntary system aimed at promoting sustainable forest management in commercial forests .,neutral,FinancialPhraseBank,gold_standard
The products have a low salt and fat content .,neutral,FinancialPhraseBank,gold_standard
UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach,positive,FinancialPhraseBank,gold_standard
"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B .",neutral,FinancialPhraseBank,gold_standard
The new units should become one of the largest ones within the company .,neutral,FinancialPhraseBank,gold_standard
"In this case , the effect would be negative in Finland .",neutral,FinancialPhraseBank,gold_standard
Prices and delivery volumes of broadband products decreased significantly in 2005 .,neutral,FinancialPhraseBank,gold_standard
"$KNDI #China #ElectricCar maker. China car sales +7.8%. Also, may feed off $TSLA momentum run lately.",positive,FinancialPhraseBank,gold_standard
"According to Bosse , the present cooperation is beneficial to all parties , however .",positive,FinancialPhraseBank,gold_standard
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,positive,FinancialPhraseBank,gold_standard
"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .",positive,FinancialPhraseBank,gold_standard
"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report .",neutral,FinancialPhraseBank,gold_standard
Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,neutral,FinancialPhraseBank,gold_standard
The company 's board of directors would propose a dividend of EUR0 .15 per share for 2005 .,neutral,FinancialPhraseBank,gold_standard
"On the other hand , Finnish sawmills ' production has decreased even more .",neutral,FinancialPhraseBank,gold_standard
"This new deal has strengthened the partnership from Telemig Celular and Tecnomen , which it has started since the beginning of Telemig 's prepaid operations .",positive,FinancialPhraseBank,gold_standard
Tesco leads leap in FTSE 100; Marks & Spencer drops,positive,FinancialPhraseBank,gold_standard
"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",neutral,FinancialPhraseBank,gold_standard
RISING costs have forced packaging producer Huhtamaki to axe 90 jobs at its Hampshire manufacturing plant .,neutral,FinancialPhraseBank,gold_standard
"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",neutral,FinancialPhraseBank,gold_standard
Unilever 's Turun Sinappi that is made in Sweden holds 40 % of the market .,neutral,FinancialPhraseBank,gold_standard
"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",neutral,FinancialPhraseBank,gold_standard
"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",neutral,FinancialPhraseBank,gold_standard
Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .,negative,FinancialPhraseBank,gold_standard
Financing of the project will come mainly from China .,neutral,FinancialPhraseBank,gold_standard
`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . '',positive,FinancialPhraseBank,gold_standard
"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent .",positive,FinancialPhraseBank,gold_standard
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,negative,FinancialPhraseBank,gold_standard
UPM-Kymmene has generated seventeen consecutive quarters of positive Cash Flow from Operations .,positive,FinancialPhraseBank,gold_standard
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",neutral,FinancialPhraseBank,gold_standard
"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .",neutral,FinancialPhraseBank,gold_standard
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,neutral,FinancialPhraseBank,gold_standard
"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .",neutral,FinancialPhraseBank,gold_standard
"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",neutral,FinancialPhraseBank,gold_standard
Royal Mail share price rallies amid positive broker comments,positive,FinancialPhraseBank,gold_standard
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",positive,FinancialPhraseBank,gold_standard
"For the purposes of the possible acquisition , PKC would establish a subsidiary in Poland .",neutral,FinancialPhraseBank,gold_standard
"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .",positive,FinancialPhraseBank,gold_standard
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,negative,FinancialPhraseBank,gold_standard
"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .",positive,FinancialPhraseBank,gold_standard
"The negotiations were carried out in a constructive manner , and all parties tried to find a solution to the situation .",positive,FinancialPhraseBank,gold_standard
"As a result , the company currently anticipates net sales to increase and the operating result to be positive .",positive,FinancialPhraseBank,gold_standard
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative,FinancialPhraseBank,gold_standard
